economy,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019
NRU,6688.64973862075,7313.67213797205,8090.93347094243,10493.2124190995,13175.9216491939,13551.9625979464,13901.9536121477,12975.3923824717,13636.3609415279,13527.411941066
NZL,37657.1432046716,38214.4745352226,38857.1158931412,39599.1882952181,40432.2414789733,41086.1153021682,41672.1012399483,42285.319902666,42866.1272276586,42877.9429107086
OED,39293.4795817594,39914.065995162,40199.3974820343,40575.3792023461,41196.6733656594,42018.8302188161,42537.6672319527,43389.8104553906,44166.4387758529,44701.3657856376
OMN,38678.9631177194,37231.9164764212,37670.6504363425,36831.073827502,34875.7829672008,34564.9230946303,34591.7165038454,33308.4843146012,32594.6903024231,31284.0163557619
OSS,20527.8991004551,21503.4988112498,21829.4988372105,22162.0148827607,22518.7313703788,22645.5307328525,22798.4764600514,22637.095332475,22652.5834198079,22694.7120873846
PAK,3906.87397085543,3928.51992734586,3980.74864958441,4069.26749773498,4171.29183022323,4278.34666284049,4421.58192929723,4571.20507840804,4739.47271266276,4697.72657915561
PAN,21343.3341428256,23349.1665706845,25196.3145145798,26480.5619244499,27352.5199267369,28430.9850902058,29332.3765894204,30446.8495664097,31039.0722251636,31440.2635236358
PER,10066.4675664813,10616.8436986492,11176.0867152669,11724.0035983902,11877.0789320691,12110.2668971421,12403.6871416862,12506.5293750586,12781.4164435302,12853.6920747721
PHL,5918.37322886056,6043.6016758463,6351.26494237826,6666.25051235498,6973.63890931299,7300.13621044291,7705.05376972347,8120.86879330973,8516.13654900015,8914.72379823318
PLW,15227.6156241309,16433.9403506536,16815.8801358544,16275.8067151312,17278.5865968326,18539.1566181622,18468.2915835622,17770.5619972634,17650.4167758568,17229.1481318031
PNG,3406.64403989259,3369.84445470171,3453.38711152872,3513.02325301783,3909.33865961052,4083.75243695251,4222.52499305271,4285.62875648139,4190.0948949613,4293.12961896692
POL,23996.1400503256,25124.2760784491,25457.2075458051,25759.3391174478,26649.5781804896,27797.0595118338,28682.6935399803,30064.5034841771,31674.1312060453,33185.1581282308
PRE,3322.20008913332,3361.67427359645,3415.55575106654,3504.29852892343,3577.75972037183,3591.94073082445,3586.57105350612,3551.54380905213,3547.18935420721,3566.00492796302
PRI,32960.699389748,33224.5738694412,33638.8741356827,33922.166947655,34070.262152425,34311.0382516917,34539.5955195025,34363.7546291317,34299.3671572544,34804.9434590498
PRK,,,,,,,,,,
PRT,31798.1538079411,31304.8155263075,30156.7015822628,30042.8907185982,30444.6002091947,31118.7906703279,31847.5377347647,33044.7167387479,34040.7253873665,34945.6615139469
PRY,10415.6564362312,10714.6909309807,10493.8127707461,11209.1315406647,11643.7275051513,11828.1401290455,12170.7843887945,12590.548443655,12827.7080209236,12615.5286456565
PSE,5411.0664822782,5782.68959325891,5985.68324726688,6118.25718135648,5967.07343700875,6048.97659721444,6438.93364028868,6401.74089135074,6318.21006766832,6245.44869712345
PSS,6273.94828643463,6414.27970981357,6396.57788408535,6558.27207492372,6754.87869804227,6933.47486332422,7071.16395456806,7291.23337328327,7411.7400349491,7339.19526152278
PST,43358.193049454,43980.0792050208,44262.2031889093,44645.1666242386,45257.5159142724,46023.2503947573,46635.565636696,47588.8283033156,48501.4449325246,49197.2405100594
PYF,,,,,,,,,,
QAT,95908.3128299584,99147.2881888907,96261.4873534297,95499.9076335034,95578.261524971,95965.2512537252,95601.8073323688,91738.7527956234,90970.0609166158,89966.4497223279
ROU,20303.149033463,20792.1593043818,21311.1191873482,22197.0232873287,23084.359127492,23878.1723506447,25144.9963025527,27141.9009335846,28523.4538475764,29875.0627717262
RUS,23961.2202930302,24972.0784933004,25933.2926590626,26332.3966497152,26057.1553085019,25488.0961196394,25490.7082574641,25926.4438539743,26656.4095416865,27210.5459977867
RWA,1507.16501035777,1586.96124198572,1682.20649117176,1718.93576078752,1780.14497616194,1889.15810576486,1950.52626543078,1975.24866113275,2088.74922433298,2227.51703252759
SAS,4076.36781589934,4225.20397647175,4397.79877063271,4602.91545569965,4859.31007599238,5153.8925701396,5482.17291349523,5773.98060124132,6072.74820478171,6243.95086533466
SAU,44036.7673465341,46989.1476692182,48024.4596697908,47848.3764666261,48209.1373331596,48921.2152517247,48625.8438167915,47306.222319502,47592.7671473292,46962.147688222
SDN,4680.7711588768,4956.59446843862,4576.47348276821,4555.34770106336,4654.06384507062,4630.15518592408,4677.16039307696,4598.85002570756,4369.7616629041,4173.56620606463
SEN,2797.11016032924,2757.07940494497,2788.67145940156,2777.11176906606,2868.31587705101,2966.45534736483,3067.66557684345,3203.90636811769,3309.48617330672,3361.46154773707
SGP,78294.0314218674,81538.3651831598,83112.0073399663,85732.8039393429,87959.4167487017,89519.7357100565,91307.5036202199,95350.4356748021,98222.846041782,98411.5820616053
SLB,2439.86232530792,2551.26375812904,2530.75893174193,2594.46170799936,2551.40106578556,2518.64747830047,2596.54593765104,2663.93950830045,2697.64643055486,2660.97969650967
SLE,1406.17537656313,1461.35516459319,1645.76496833544,1942.88003832528,1987.06878789606,1543.71208235092,1602.13300460836,1633.73073779599,1654.5998431327,1705.1914520016
SLV,7328.79834955232,7575.84489519651,7754.98541664728,7892.46621275047,7990.44167842694,8143.32632789159,8309.90078808963,8454.05216690571,8615.68969206197,8776.1195158388
SMR,72038.113620541,65142.7645304895,59708.7273736476,58419.913610278,57328.0766331831,58061.8567960786,59009.7986757906,58867.0133632425,59576.4293867845,60847.1067610929
SOM,,,,877.301005540987,917.876549232987,1026.03817993103,1081.76390727606,1079.11244268258,1129.53146446189,1186.45087125839
SRB,14510.9693159574,14923.8077870758,14894.2021014287,15399.7892949514,15226.3264799527,15578.2093041883,16182.8283896249,16611.023740948,17452.803129793,18306.7852371745
SSA,3656.31965562849,3716.06018739846,3748.90832072593,3830.06933280461,3909.86555750488,3920.37059014468,3879.10432460611,3879.28642002662,3886.58336854616,3887.82172804088
SSD,,,,,,,,,,
SSF,3658.10194462416,3717.96499949567,3750.78238338792,3832.00999335106,3911.84222223476,3922.39872352682,3881.18487660734,3881.4209376658,3888.7008584937,3889.90956024699
SST,18709.3954679111,19479.4074214299,19756.7406982408,20039.8373533006,20333.6556482844,20463.4205618725,20546.7761978361,20440.6724188236,20515.4887183187,20561.7466784521
STP,3357.47019269148,3426.32461405325,3461.32746033286,3558.43659332316,3720.78678474604,3794.35859507025,3878.8298699884,3952.94539403456,3993.27879583907,4005.3416234
SUR,18840.3690170884,19716.9318044804,20020.3149764486,20379.8705689594,20210.9962142167,19317.0545070113,18180.6026123974,18283.6883894232,19005.6543464151,19036.7450382918
SVK,25528.7457310201,26168.2782560255,26478.6021538019,26623.3505516293,27322.142385212,28719.8630778011,29236.9219310109,30061.5514717196,31159.0224623032,31927.5938301222
SVN,33350.6135931956,33568.067345579,32613.4905292711,32234.0257587339,33093.750438441,33799.725526308,34853.0421239497,36507.5530416531,37984.1329244764,38946.6853820836
SWE,47791.3715245947,48947.4393112155,48300.8425001578,48462.1600029489,49258.9961639539,50928.962975552,51334.4320301641,51947.9542478244,52349.2924275599,52850.5691792533
SWZ,7459.22804259304,7575.71565470973,7930.8691724935,8179.81550407126,8193.67285336229,8307.78217367581,8321.02413629192,8408.03591539676,8520.58515238348,8652.92271657383
SXM,43543.8897582329,46392.8687508029,45401.7023586931,43523.5357917997,42946.6845432836,41852.4041272813,40857.7694761666,37914.1229673613,35342.1066072069,
SYC,20960.7485670519,23216.3071255947,23279.533614687,24228.8787302823,24929.5532387977,25583.5530253691,26395.3882930733,27309.7621128652,27529.4988066666,27611.1189337206
SYR,,,,,,,,,,
TCA,,23761.2065522888,23049.4472594203,22849.5766770527,24392.0212123778,26693.1031013707,28175.2532473401,27060.5896570252,28160.8888189987,29251.0788562448
TCD,1732.69158409284,1676.76945838237,1765.19498420091,1804.32252218497,1866.26607861774,1857.10786365964,1687.05356916322,1587.03232784726,1576.32111465904,1579.62610063652
TEA,8607.77923928207,9241.23232326453,9842.03676288135,10445.9704552996,11056.5380589919,11681.5908886996,12338.3673542554,13047.0841019261,13789.0482467427,14488.5800199879
TEC,18549.2766803795,19491.186685424,20036.3714184618,20595.9972377509,20837.1724897561,20905.1218169927,21182.0117880418,21925.3972691305,22585.510833882,23090.1311053669
TGO,1625.54544572513,1683.85626306541,1746.93126201228,1805.48891919451,1863.28189428095,1920.46930703618,1976.80779349156,2012.24069260973,2061.33417572853,2121.89991847011
THA,14399.0445142977,14450.4788337362,15424.5442688037,15767.3608137962,15854.1318583817,16285.3865749723,16782.0986705337,17422.9523512059,18095.7365704368,18453.4698218155
TJK,2390.02217412609,2510.15733228064,2637.65426734355,2767.83682323965,2884.20022507532,2984.49491330069,3113.25451664416,3252.93265536068,3415.32233593608,3581.41140185513
TKM,8616.88953254413,9717.64188636576,10604.0004134209,11471.1840827954,12421.3697709052,12993.5318096291,13562.5284762511,14205.0265119624,14845.3446497287,15538.4199701316
TLA,14767.0401028562,15278.7439652466,15513.3312902359,15805.9248777999,15885.9501420308,15836.6255322094,15690.1312264557,15849.0828669983,15980.2118678294,15962.7401253701
TLS,2931.4317167304,3051.23613419197,3143.27779181869,3182.73610531984,3266.73166592386,3295.30380040936,3342.60876626008,3177.48513651044,3094.12978694463,3626.67316234677
TMN,9874.95238280794,9693.92045068494,9744.91326699746,9736.28060475981,9793.02549275752,9818.41596973206,10339.8044991245,10495.408846085,10394.3260944362,10282.156888235
TON,5166.93205439861,5541.77196044234,5632.09161877784,5703.41989710407,5861.464132687,5944.4526863595,6312.32630161575,6467.12427796495,6411.28936778647,6378.1283460138
TSA,4076.36781589934,4225.20397647175,4397.79877063271,4602.91545569965,4859.31007599238,5153.8925701396,5482.17291349523,5773.98060124132,6072.74820478171,6243.95086533466
TSS,3658.10194462416,3717.96499949568,3750.78238338792,3832.00999335106,3911.84222223476,3922.39872352682,3881.18487660734,3881.4209376658,3888.7008584937,3889.90956024699
TTO,28879.2873679678,28621.106512477,28798.4969953552,29247.0103539105,28796.559068824,29053.3347831462,27281.8582564754,26342.6166624768,26250.3722429394,25827.8850703571
TUN,10789.6123137916,10504.7342401065,10810.025513368,10934.8768536079,11118.924554076,11112.8538239177,11113.7746532948,11234.4897248596,11385.3663253176,11417.1268019996
TUR,20027.6668282982,21932.2945704799,22610.6827736227,24117.6584669162,24881.7277916793,25958.6407622392,26385.0019383343,27913.8187158996,28318.4358039399,28197.2488314389
TUV,3281.50217714704,3493.27535059328,3322.3875101275,3440.82054616239,3447.79622607557,3720.30531533443,3787.81664219543,3896.74847292992,3945.56367272662,4274.76316552592
TZA,2006.97132607023,2098.27660490188,2128.5289303179,2205.95146041591,2284.96175730033,2354.13898543629,2441.63694514804,2530.603317381,2590.20113749958,2660.6374220819
UGA,1873.51379393758,1985.27135394988,1996.91735379262,2002.72267545601,2035.58424185636,2067.58881409798,2088.64751412272,2074.65243576542,2124.79220299352,2182.89976075525
UKR,12221.4402696575,12933.356853082,12985.0868313636,13020.6001915337,12385.8138624923,11216.1185197646,11536.3160310689,11860.5609298492,12336.9267912022,12804.9551187549
UMC,12248.9252095014,12944.1102699982,13559.624047437,14152.3609586107,14645.6572385725,15089.8135433887,15557.8439167384,16203.800757904,16847.3635263749,17393.3456634145
URY,19293.7407978576,20231.5731615788,20885.1052447081,21786.2119353806,22419.043746431,22425.8300844671,22724.0221342831,23009.8742286911,23035.0833880454,23032.7340435597
USA,54315.9124805391,54758.8332734292,55581.4138435205,56214.4286771294,57213.2678405623,58540.2960929977,59112.2422096532,60109.6557260477,61585.7560382102,62630.8732765742
UZB,4953.96136781972,5185.6846199257,5472.83350710237,5781.15657026787,6075.19222412828,6401.11516766954,6663.94961394254,6840.70986001705,7082.92549333293,7348.14688265697
VCT,11447.6173170625,11393.621096663,11537.9581089319,11729.5649378848,11845.0076656789,11973.3539912479,12163.6754462473,12245.1263378297,12466.0013853407,12489.1705801339
VEN,,,,,,,,,,
VGB,,,,,,,,,,
VIR,,,,,,,,,,
VNM,5089.41101647328,5352.02208104119,5574.49370451398,5815.17524348444,6098.53914798804,6438.25985369358,6767.77883209752,7155.4431870997,7585.94315504036,8041.17838409676
VUT,3088.97887864833,3101.32879399466,3046.68582297804,2975.89800382458,2984.60512391773,2915.70045998521,2973.46761331833,3081.83519771335,3093.46154723291,3137.2410503945
WLD,13892.3333584984,14260.6428959691,14528.7086365162,14824.5078182805,15149.4503422288,15480.7651001041,15803.5284010635,16211.0496486162,16607.7182741101,16897.3160158471
WSM,6010.08394231769,6205.81982727537,5901.34741494111,5831.09568078934,5788.36795319475,5996.842054078,6449.82973985041,6489.77678623675,6384.58258259628,6631.58705445418
XKX,7627.89142996138,8040.59381375861,8105.37493161373,8486.56549672826,8796.62962012693,9445.1054761887,10031.0441699213,10436.1688459323,10755.1675393466,11318.462250308
YEM,,,,,,,,,,
ZAF,13618.7252551469,13837.6687846579,13946.9478425253,14066.1027821772,14040.8259112381,14010.1044183581,13897.1393679721,13860.2701664709,13875.9352486056,13709.9663747111
ZMB,3125.52884870272,3201.28802857176,3339.2699022511,3399.70229437249,3450.03760014955,3443.55325404862,3467.88744782793,3485.02178024575,3521.54597811093,3470.4355111779
ZWE,2849.07936637208,3203.87067185491,3674.87418134953,3681.94734038683,3703.8972364708,3707.6224489162,3678.21709488264,3795.64243109451,3923.0304945523,3630.03398530519
