economy,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019
IBD,-18.3169507777226,-16.2925010765623,-14.3669826368198,-12.6991077627244,-10.4765000516108,-9.78422133394133,-6.46836847183969,31.1190596601622,,,,
IBT,-18.9671705524618,-17.0542873562336,-15.5533275337911,-13.8462858491273,-11.3621167165095,-10.5497525814966,-7.34743446627056,31.1190596601622,,,,
IDA,-26.2162469907049,-25.732776606188,-29.5659278204545,-27.4953877843074,-21.9435636371633,-19.7544646787046,-19.0469483929926,,,,,
IDB,-43.9235652672933,-43.1565968866644,-48.695583347794,-44.8727838331396,-42.5534709598309,-38.9562153118448,-44.4093742533079,,,,,
IDN,-73.6338643639194,-74.3997566461944,-79.04613071007,-106.708155531383,-107.211073417706,-112.283750758322,-103.091329547663,,,,,
IDX,-5.86423068067285,-6.45362757706336,-8.33640194104776,-7.86201971014822,1.51659630292574,1.32115608635272,4.9662322341984,,,,,
IMN,,,,,,,,,,,,
IND,25.7939794568048,27.4526763012847,28.3476087460204,29.3820419925036,31.4965222820749,32.4755540414775,34.3055237512019,,,,,
INX,,,,,,,,,,,,
IRL,89.5285717377015,89.8617931557646,87.2451869309238,87.1839914743276,90.4299977611427,82.7112356351379,84.255803046358,85.6671369155969,,,,
IRN,-65.0575903663047,-63.6175349120605,-67.5308356767658,-65.9259087403482,-37.2026730748397,-34.8309773798122,-33.3952721926989,,,,,
IRQ,-329.717557057232,-275.056953603144,-232.181277106911,-244.64882561357,-240.161099137884,-218.569596673917,-229.390491046021,,,,,
ISL,13.1670498667389,12.1703357604172,11.5197730356026,10.2549353235755,10.3306966127756,10.4389197249409,10.9633522331564,11.557551692412,,,,
ISR,82.9080056207717,84.8014290358057,83.3652319750973,79.6693164010278,86.5950160167702,71.8329644938359,67.0487382754257,64.9673633255356,,,,
ITA,81.8823860631965,81.3307662429071,81.0026718172754,80.9821353995273,78.3338476613038,76.338774185009,75.0013037014096,76.4179821065515,,,,
JAM,85.9767865587557,82.3168379451876,82.6526177847954,82.4930960411927,81.9541998293587,82.5422588605831,82.0425186774483,,,,,
JOR,96.1028002228895,96.0698870297168,96.1647631286124,96.1058954597793,96.532476211611,96.5396912779106,96.812297293481,,,,,
JPN,82.3458669273846,80.3610828926439,80.1440783092453,88.9369141471852,93.8270471248281,93.9186266276607,93.9812595165796,93.0191281395432,,,,
KAZ,-106.775160330088,-133.242377450717,-126.958158422505,-107.23476107278,-122.882719436998,-107.341555288305,-116.890426760142,,,,,
KEN,16.5625721344173,18.7041795161898,19.2163953250508,18.7144729135686,16.9899838836789,18.1396491550783,17.1699033125972,,,,,
KGZ,64.0426486290223,58.657746693232,53.8807015810743,51.0473719713394,57.6974659488081,55.4716018702538,49.5446614839261,,,,,
KHM,34.6956787195102,29.0926418606354,31.667496345701,31.5769764629167,31.9329092841833,31.637960448714,33.1162975078679,,,,,
KIR,,,,,,,,,,,,
KNA,,,,,,,,,,,,
KOR,80.2972848634018,80.6620095002273,82.0199507116628,81.9503016091928,82.4468246270735,83.4730685229819,81.7042956517353,81.4483291731733,,,,
KWT,-433.040321297113,-315.265360146238,-319.47316868179,-376.210349800657,-365.445690392742,-387.609308657237,-391.05848581964,,,,,
LAC,-15.3929274418278,-16.7785013699181,-14.3327340842683,-15.0614238020964,-12.5296925727233,-9.74967161545844,-9.76770252256043,-4.66648531273653,,,,
LAO,,,,,,,,,,,,
